tanggal,kurs_idr_per_usd,kurs_change,kurs_change_pct
2024-04-23,16244.0,20.0,0.1233
2024-04-24,16161.0,-83.0,-0.511
2024-04-25,16208.0,47.0,0.2908
2024-04-26,16222.0,14.0,0.0864
2024-04-29,16249.0,27.0,0.1664
2024-04-30,16276.0,27.0,0.1662
2024-05-02,16202.0,-74.0,-0.4547
2024-05-03,16094.0,-108.0,-0.6666
2024-05-06,16025.0,-69.0,-0.4287
2024-05-07,16054.0,29.0,0.181
2024-05-08,16081.0,27.0,0.1682
2024-05-13,16085.0,4.0,0.0249
2024-05-14,16131.0,46.0,0.286
2024-05-15,16070.0,-61.0,-0.3782
2024-05-16,15944.0,-126.0,-0.7841
2024-05-17,15978.0,34.0,0.2132
2024-05-20,15980.0,2.0,0.0125
2024-05-21,16024.0,44.0,0.2753
2024-05-22,15995.0,-29.0,-0.181
2024-05-27,16064.0,69.0,0.4314
2024-05-28,16095.0,31.0,0.193
2024-05-29,16160.0,65.0,0.4039
2024-05-30,16253.0,93.0,0.5755
2024-05-31,16251.0,-2.0,-0.0123
2024-06-03,16225.0,-26.0,-0.16
2024-06-04,16220.0,-5.0,-0.0308
2024-06-05,16282.0,62.0,0.3822
2024-06-06,16279.0,-3.0,-0.0184
2024-06-07,16218.0,-61.0,-0.3747
2024-06-10,16290.0,72.0,0.444
2024-06-11,16295.0,5.0,0.0307
2024-06-12,16297.0,2.0,0.0123
2024-06-13,16286.0,-11.0,-0.0675
2024-06-14,16374.0,88.0,0.5403
2024-06-19,16368.0,-6.0,-0.0366
2024-06-20,16420.0,52.0,0.3177
2024-06-21,16458.0,38.0,0.2314
2024-06-24,16431.0,-27.0,-0.1641
2024-06-25,16379.0,-52.0,-0.3165
2024-06-26,16435.0,56.0,0.3419
2024-06-27,16421.0,-14.0,-0.0852
2024-06-28,16394.0,-27.0,-0.1644
2024-07-01,16355.0,-39.0,-0.2379
2024-07-02,16384.0,29.0,0.1773
2024-07-03,16387.0,3.0,0.0183
2024-07-04,16341.0,-46.0,-0.2807
2024-07-05,16312.0,-29.0,-0.1775
2024-07-08,16265.0,-47.0,-0.2881
2024-07-09,16281.0,16.0,0.0984
2024-07-10,16256.0,-25.0,-0.1536
2024-07-11,16200.0,-56.0,-0.3445
2024-07-12,16154.0,-46.0,-0.284
2024-07-15,16174.0,20.0,0.1238
2024-07-16,16203.0,29.0,0.1793
2024-07-17,16129.0,-74.0,-0.4567
2024-07-18,16160.0,31.0,0.1922
2024-07-19,16199.0,39.0,0.2413
2024-07-22,16228.0,29.0,0.179
2024-07-23,16204.0,-24.0,-0.1479
2024-07-24,16224.0,20.0,0.1234
2024-07-25,16268.0,44.0,0.2712
2024-07-26,16294.0,26.0,0.1598
2024-07-29,16286.0,-8.0,-0.0491
2024-07-30,16320.0,34.0,0.2088
2024-07-31,16294.0,-26.0,-0.1593
2024-08-01,16243.0,-51.0,-0.313
2024-08-02,16234.0,-9.0,-0.0554
2024-08-05,16154.0,-80.0,-0.4928
2024-08-06,16183.0,29.0,0.1795
2024-08-07,16100.0,-83.0,-0.5129
2024-08-08,15952.0,-148.0,-0.9193
2024-08-09,15914.0,-38.0,-0.2382
2024-08-12,15963.0,49.0,0.3079
2024-08-13,15885.0,-78.0,-0.4886
2024-08-14,15691.0,-194.0,-1.2213
2024-08-15,15687.0,-4.0,-0.0255
2024-08-16,15716.0,29.0,0.1849
2024-08-19,15591.0,-125.0,-0.7954
2024-08-20,15480.0,-111.0,-0.7119
2024-08-21,15456.0,-24.0,-0.155
2024-08-22,15579.0,123.0,0.7958
2024-08-23,15554.0,-25.0,-0.1605
2024-08-26,15380.0,-174.0,-1.1187
2024-08-27,15509.0,129.0,0.8388
2024-08-28,15476.0,-33.0,-0.2128
2024-08-29,15409.0,-67.0,-0.4329
2024-08-30,15473.0,64.0,0.4153
2024-09-02,15536.0,63.0,0.4072
2024-09-03,15557.0,21.0,0.1352
2024-09-04,15490.0,-67.0,-0.4307
2024-09-05,15410.0,-80.0,-0.5165
2024-09-06,15372.0,-38.0,-0.2466
2024-09-09,15446.0,74.0,0.4814
2024-09-10,15447.0,1.0,0.0065
2024-09-11,15415.0,-32.0,-0.2072
2024-09-12,15421.0,6.0,0.0389
2024-09-13,15405.0,-16.0,-0.1038
2024-09-17,15338.0,-67.0,-0.4349
2024-09-18,15350.0,12.0,0.0782
2024-09-19,15287.0,-63.0,-0.4104
2024-09-20,15100.0,-187.0,-1.2233
2024-09-23,15191.0,91.0,0.6026
2024-09-24,15186.0,-5.0,-0.0329
2024-09-25,15092.0,-94.0,-0.619
2024-09-26,15171.0,79.0,0.5235
2024-09-27,15138.0,-33.0,-0.2175
2024-09-30,15144.0,6.0,0.0396
2024-10-01,15204.0,60.0,0.3962
2024-10-02,15247.0,43.0,0.2828
2024-10-03,15394.0,147.0,0.9641
2024-10-04,15495.0,101.0,0.6561
2024-10-07,15680.0,185.0,1.1939
2024-10-08,15671.0,-9.0,-0.0574
2024-10-09,15607.0,-64.0,-0.4084
2024-10-10,15658.0,51.0,0.3268
2024-10-11,15609.0,-49.0,-0.3129
2024-10-14,15581.0,-28.0,-0.1794
2024-10-15,15555.0,-26.0,-0.1669
2024-10-16,15536.0,-19.0,-0.1221
2024-10-17,15516.0,-20.0,-0.1287
2024-10-18,15466.0,-50.0,-0.3222
2024-10-21,15465.0,-1.0,-0.0065
2024-10-22,15560.0,95.0,0.6143
2024-10-23,15620.0,60.0,0.3856
2024-10-24,15593.0,-27.0,-0.1729
2024-10-25,15629.0,36.0,0.2309
2024-10-28,15729.0,100.0,0.6398
2024-10-29,15760.0,31.0,0.1971
2024-10-30,15732.0,-28.0,-0.1777
2024-10-31,15705.0,-27.0,-0.1716
2024-11-01,15723.0,18.0,0.1146
2024-11-04,15751.0,28.0,0.1781
2024-11-05,15766.0,15.0,0.0952
2024-11-06,15840.0,74.0,0.4694
2024-11-07,15767.0,-73.0,-0.4609
2024-11-08,15671.0,-96.0,-0.6089
2024-11-11,15677.0,6.0,0.0383
2024-11-12,15771.0,94.0,0.5996
2024-11-13,15782.0,11.0,0.0697
2024-11-14,15873.0,91.0,0.5766
2024-11-15,15888.0,15.0,0.0945
2024-11-18,15848.0,-40.0,-0.2518
2024-11-19,15816.0,-32.0,-0.2019
2024-11-20,15858.0,42.0,0.2656
2024-11-21,15942.0,84.0,0.5297
2024-11-22,15911.0,-31.0,-0.1945
2024-11-25,15864.0,-47.0,-0.2954
2024-11-26,15930.0,66.0,0.416
2024-11-28,15864.0,-66.0,-0.4143
2024-11-29,15856.0,-8.0,-0.0504
2024-12-02,15905.0,49.0,0.309
2024-12-03,15950.0,45.0,0.2829
2024-12-04,15957.0,7.0,0.0439
2024-12-05,15892.0,-65.0,-0.4073
2024-12-06,15848.0,-44.0,-0.2769
2024-12-09,15861.0,13.0,0.082
2024-12-10,15874.0,13.0,0.082
2024-12-11,15905.0,31.0,0.1953
2024-12-12,15939.0,34.0,0.2138
2024-12-13,15987.0,48.0,0.3011
2024-12-16,16019.0,32.0,0.2002
2024-12-17,16050.0,31.0,0.1935
2024-12-18,16100.0,50.0,0.3115
2024-12-19,16277.0,177.0,1.0994
2024-12-20,16270.0,-7.0,-0.043
2024-12-23,16159.0,-111.0,-0.6822
2024-12-24,16208.0,49.0,0.3032
2024-12-27,16251.0,43.0,0.2653
2024-12-30,16162.0,-89.0,-0.5477
2024-12-31,16157.0,-5.0,-0.0309
2025-01-02,16236.0,79.0,0.489
2025-01-03,16217.0,-19.0,-0.117
2025-01-06,16193.0,-24.0,-0.148
2025-01-07,16169.0,-24.0,-0.1482
2025-01-08,16201.0,32.0,0.1979
2025-01-09,16238.0,37.0,0.2284
2025-01-10,16194.0,-44.0,-0.271
2025-01-13,16281.0,87.0,0.5372
2025-01-14,16265.0,-16.0,-0.0983
2025-01-15,16311.0,46.0,0.2828
2025-01-16,16378.0,67.0,0.4108
2025-01-17,16373.0,-5.0,-0.0305
2025-01-20,16372.0,-1.0,-0.0061
2025-01-21,16331.0,-41.0,-0.2504
2025-01-22,16327.0,-4.0,-0.0245
2025-01-23,16276.0,-51.0,-0.3124
2025-01-24,16200.0,-76.0,-0.4669
2025-01-30,16259.0,59.0,0.3642
2025-01-31,16312.0,53.0,0.326
2025-02-03,16453.0,141.0,0.8644
2025-02-04,16365.0,-88.0,-0.5349
2025-02-05,16308.0,-57.0,-0.3483
2025-02-06,16330.0,22.0,0.1349
2025-02-07,16325.0,-5.0,-0.0306
2025-02-10,16350.0,25.0,0.1531
2025-02-11,16380.0,30.0,0.1835
2025-02-12,16364.0,-16.0,-0.0977
2025-02-13,16365.0,1.0,0.0061
2025-02-14,16285.0,-80.0,-0.4888
2025-02-17,16208.0,-77.0,-0.4728
2025-02-18,16275.0,67.0,0.4134
2025-02-19,16357.0,82.0,0.5038
2025-02-20,16344.0,-13.0,-0.0795
2025-02-21,16300.0,-44.0,-0.2692
2025-02-24,16303.0,3.0,0.0184
2025-02-25,16316.0,13.0,0.0797
2025-02-26,16387.0,71.0,0.4352
2025-02-27,16431.0,44.0,0.2685
2025-02-28,16575.0,144.0,0.8764
2025-03-03,16506.0,-69.0,-0.4163
2025-03-04,16443.0,-63.0,-0.3817
2025-03-05,16371.0,-72.0,-0.4379
2025-03-06,16315.0,-56.0,-0.3421
2025-03-07,16336.0,21.0,0.1287
2025-03-10,16326.0,-10.0,-0.0612
2025-03-11,16430.0,104.0,0.637
2025-03-12,16453.0,23.0,0.14
2025-03-13,16428.0,-25.0,-0.1519
2025-03-14,16392.0,-36.0,-0.2191
2025-03-17,16379.0,-13.0,-0.0793
2025-03-18,16432.0,53.0,0.3236
2025-03-19,16528.0,96.0,0.5842
2025-03-20,16481.0,-47.0,-0.2844
2025-03-21,16501.0,20.0,0.1214
2025-03-24,16561.0,60.0,0.3636
2025-03-25,16622.0,61.0,0.3683
2025-03-26,16588.0,-34.0,-0.2045
2025-03-27,16566.0,-22.0,-0.1326
2025-04-08,16849.0,283.0,1.7083
2025-04-09,16943.0,94.0,0.5579
2025-04-10,16779.0,-164.0,-0.968
2025-04-11,16805.0,26.0,0.155
2025-04-14,16773.0,-32.0,-0.1904
2025-04-15,16815.0,42.0,0.2504
2025-04-16,16845.0,30.0,0.1784
2025-04-17,16833.0,-12.0,-0.0712
2025-04-21,16808.0,-25.0,-0.1485
2025-04-22,16862.0,54.0,0.3213
2025-04-23,16880.0,18.0,0.1067
2025-04-24,16884.0,4.0,0.0237
2025-04-25,16829.0,-55.0,-0.3258
2025-04-28,16862.0,33.0,0.1961
2025-04-29,16787.0,-75.0,-0.4448
2025-04-30,16679.0,-108.0,-0.6434
2025-05-02,16493.0,-186.0,-1.1152
2025-05-05,16421.0,-72.0,-0.4365
2025-05-06,16472.0,51.0,0.3106
2025-05-07,16533.0,61.0,0.3703
2025-05-08,16497.0,-36.0,-0.2177
2025-05-09,16532.0,35.0,0.2122
2025-05-14,16568.0,36.0,0.2178
2025-05-15,16535.0,-33.0,-0.1992
2025-05-16,16424.0,-111.0,-0.6713
2025-05-19,16455.0,31.0,0.1887
2025-05-20,16406.0,-49.0,-0.2978
2025-05-21,16413.0,7.0,0.0427
2025-05-22,16313.0,-100.0,-0.6093
2025-05-23,16289.0,-24.0,-0.1471
2025-05-26,16207.0,-82.0,-0.5034
2025-05-27,16255.0,48.0,0.2962
2025-05-28,16300.0,45.0,0.2768
2025-06-02,16297.0,-3.0,-0.0184
2025-06-03,16288.0,-9.0,-0.0552
2025-06-04,16305.0,17.0,0.1044
2025-06-05,16277.0,-28.0,-0.1717
2025-06-10,16276.0,-1.0,-0.0061
2025-06-11,16265.0,-11.0,-0.0676
2025-06-12,16237.0,-28.0,-0.1721
2025-06-13,16293.0,56.0,0.3449
2025-06-16,16296.0,3.0,0.0184
2025-06-17,16281.0,-15.0,-0.092
2025-06-18,16319.0,38.0,0.2334
2025-06-19,16378.0,59.0,0.3615
2025-06-20,16399.0,21.0,0.1282
2025-06-23,16484.0,85.0,0.5183
2025-06-24,16370.0,-114.0,-0.6916
2025-06-25,16292.0,-78.0,-0.4765
2025-06-26,16233.0,-59.0,-0.3621
2025-06-30,16231.0,-2.0,-0.0123
2025-07-01,16192.0,-39.0,-0.2403
2025-07-02,16236.0,44.0,0.2717
2025-07-03,16209.0,-27.0,-0.1663
2025-07-04,16204.0,-5.0,-0.0308
2025-07-07,16237.0,33.0,0.2037
2025-07-08,16238.0,1.0,0.0062
2025-07-09,16254.0,16.0,0.0985
2025-07-10,16220.0,-34.0,-0.2092
2025-07-11,16221.0,1.0,0.0062
2025-07-14,16247.0,26.0,0.1603
2025-07-15,16281.0,34.0,0.2093
2025-07-16,16288.0,7.0,0.043
2025-07-17,16329.0,41.0,0.2517
2025-07-18,16301.0,-28.0,-0.1715
2025-07-21,16330.0,29.0,0.1779
2025-07-22,16307.0,-23.0,-0.1408
2025-07-23,16298.0,-9.0,-0.0552
2025-07-24,16283.0,-15.0,-0.092
2025-07-25,16325.0,42.0,0.2579
2025-07-28,16341.0,16.0,0.098
2025-07-29,16399.0,58.0,0.3549
2025-07-30,16387.0,-12.0,-0.0732
2025-07-31,16459.0,72.0,0.4394
2025-08-01,16494.0,35.0,0.2126
2025-08-04,16388.0,-106.0,-0.6427
2025-08-05,16388.0,0.0,0.0
2025-08-06,16379.0,-9.0,-0.0549
2025-08-07,16312.0,-67.0,-0.4091
2025-08-08,16299.0,-13.0,-0.0797
2025-08-11,16253.0,-46.0,-0.2822
2025-08-12,16298.0,45.0,0.2769
2025-08-13,16237.0,-61.0,-0.3743
2025-08-14,16109.0,-128.0,-0.7883
2025-08-15,16162.0,53.0,0.329
2025-08-19,16241.0,79.0,0.4888
2025-08-20,16291.0,50.0,0.3079
2025-08-21,16283.0,-8.0,-0.0491
2025-08-22,16340.0,57.0,0.3501
2025-08-25,16255.0,-85.0,-0.5202
2025-08-26,16277.0,22.0,0.1353
2025-08-27,16355.0,78.0,0.4792
2025-08-28,16356.0,1.0,0.0061
2025-08-29,16461.0,105.0,0.642
2025-09-01,16463.0,2.0,0.0121
2025-09-02,16418.0,-45.0,-0.2733
2025-09-03,16424.0,6.0,0.0365
2025-09-04,16438.0,14.0,0.0852
2025-09-08,16348.0,-90.0,-0.5475
2025-09-09,16462.0,114.0,0.6973
2025-09-10,16457.0,-5.0,-0.0304
2025-09-11,16468.0,11.0,0.0668
2025-09-12,16391.0,-77.0,-0.4676
2025-09-15,16405.0,14.0,0.0854
2025-09-16,16385.0,-20.0,-0.1219
2025-09-17,16430.0,45.0,0.2746
2025-09-18,16498.0,68.0,0.4139
2025-09-19,16578.0,80.0,0.4849
2025-09-22,16607.0,29.0,0.1749
2025-09-23,16636.0,29.0,0.1746
2025-09-24,16680.0,44.0,0.2645
2025-09-25,16752.0,72.0,0.4317
2025-09-26,16775.0,23.0,0.1373
2025-09-29,16680.0,-95.0,-0.5663
2025-09-30,16692.0,12.0,0.0719
2025-10-01,16680.0,-12.0,-0.0719
2025-10-02,16612.0,-68.0,-0.4077
2025-10-03,16611.0,-1.0,-0.006
2025-10-06,16598.0,-13.0,-0.0783
2025-10-07,16560.0,-38.0,-0.2289
2025-10-08,16606.0,46.0,0.2778
2025-10-09,16534.0,-72.0,-0.4336
2025-10-10,16585.0,51.0,0.3085
2025-10-13,16580.0,-5.0,-0.0301
2025-10-14,16577.0,-3.0,-0.0181
2025-10-15,16577.0,0.0,0.0
2025-10-16,16580.0,3.0,0.0181
2025-10-17,16590.0,10.0,0.0603
2025-10-20,16585.0,-5.0,-0.0301
2025-10-21,16589.0,4.0,0.0241
2025-10-22,16617.0,28.0,0.1688
2025-10-23,16645.0,28.0,0.1685
2025-10-24,16630.0,-15.0,-0.0901
2025-10-27,16628.0,-2.0,-0.012
2025-10-28,16622.0,-6.0,-0.0361
2025-10-29,16631.0,9.0,0.0541
2025-10-30,16640.0,9.0,0.0541
2025-10-31,16625.0,-15.0,-0.0901
2025-11-03,16664.0,39.0,0.2346
2025-11-04,16724.0,60.0,0.3601
2025-11-05,16729.0,5.0,0.0299
2025-11-06,16707.0,-22.0,-0.1315
2025-11-07,16704.0,-3.0,-0.018
2025-11-10,16666.0,-38.0,-0.2275
2025-11-11,16698.0,32.0,0.192
2025-11-12,16722.0,24.0,0.1437
2025-11-13,16732.0,10.0,0.0598
2025-11-14,16710.0,-22.0,-0.1315
2025-11-17,16734.0,24.0,0.1436
2025-11-18,16760.0,26.0,0.1554
2025-11-19,16732.0,-28.0,-0.1671
2025-11-20,16742.0,10.0,0.0598
2025-11-21,16719.0,-23.0,-0.1374
2025-11-24,16709.0,-10.0,-0.0598
2025-11-25,16667.0,-42.0,-0.2514
2025-11-26,16673.0,6.0,0.036
2025-11-27,16644.0,-29.0,-0.1739
2025-11-28,16661.0,17.0,0.1021
2025-12-01,16668.0,7.0,0.042
2025-12-02,16632.0,-36.0,-0.216
2025-12-03,16632.0,0.0,0.0
2025-12-04,16646.0,14.0,0.0842
2025-12-05,16655.0,9.0,0.0541
2025-12-08,16688.0,33.0,0.1981
2025-12-09,16677.0,-11.0,-0.0659
2025-12-10,16688.0,11.0,0.066
2025-12-11,16668.0,-20.0,-0.1198
2025-12-12,16652.0,-16.0,-0.096
2025-12-15,16669.0,17.0,0.1021
2025-12-16,16693.0,24.0,0.144
2025-12-17,16698.0,5.0,0.03
2025-12-18,16722.0,24.0,0.1437
2025-12-19,16735.0,13.0,0.0777
2025-12-22,16773.0,38.0,0.2271
2025-12-23,16790.0,17.0,0.1014
2025-12-24,16767.0,-23.0,-0.137
2025-12-29,16788.0,21.0,0.1252
2025-12-30,16782.0,-6.0,-0.0357
2025-12-31,16720.0,-62.0,-0.3694
2026-01-02,16725.0,5.0,0.0299
2026-01-05,16748.0,23.0,0.1375
2026-01-06,16762.0,14.0,0.0836
2026-01-07,16785.0,23.0,0.1372
2026-01-08,16801.0,16.0,0.0953
2026-01-09,16834.0,33.0,0.1964
2026-01-12,16853.0,19.0,0.1129
2026-01-13,16875.0,22.0,0.1305
2026-01-14,16871.0,-4.0,-0.0237
2026-01-15,16880.0,9.0,0.0533
2026-01-19,16935.0,55.0,0.3258
2026-01-20,16981.0,46.0,0.2716
2026-01-21,16963.0,-18.0,-0.106
2026-01-22,16902.0,-61.0,-0.3596
2026-01-23,16838.0,-64.0,-0.3787
2026-01-26,16779.0,-59.0,-0.3504
2026-01-27,16801.0,22.0,0.1311
2026-01-28,16723.0,-78.0,-0.4643
2026-01-29,16786.0,63.0,0.3767
2026-01-30,16796.0,10.0,0.0596
2026-02-02,16800.0,4.0,0.0238
2026-02-03,16777.0,-23.0,-0.1369
2026-02-04,16775.0,-2.0,-0.0119
2026-02-05,16826.0,51.0,0.304
2026-02-06,16887.0,61.0,0.3625
2026-02-09,16838.0,-49.0,-0.2902
2026-02-10,16799.0,-39.0,-0.2316
2026-02-11,16781.0,-18.0,-0.1071
2026-02-12,16826.0,45.0,0.2682
2026-02-13,16844.0,18.0,0.107
2026-02-18,16884.0,40.0,0.2375
2026-02-19,16925.0,41.0,0.2428
2026-02-20,16885.0,-40.0,-0.2363
2026-02-23,16818.0,-67.0,-0.3968
2026-02-24,16830.0,12.0,0.0714
2026-02-25,16813.0,-17.0,-0.101
2026-02-26,16758.0,-55.0,-0.3271
2026-02-27,16779.0,21.0,0.1253
2026-03-02,16848.0,69.0,0.4112
2026-03-03,16870.0,22.0,0.1306
2026-03-04,16911.0,41.0,0.243
2026-03-05,16886.0,-25.0,-0.1478
2026-03-06,16919.0,33.0,0.1954
2026-03-09,16974.0,55.0,0.3251
2026-03-10,16879.0,-95.0,-0.5597
2026-03-11,16867.0,-12.0,-0.0711
2026-03-12,16899.0,32.0,0.1897
2026-03-13,16934.0,35.0,0.2071
2026-03-16,16990.0,56.0,0.3307
2026-03-17,16982.0,-8.0,-0.0471
2026-03-25,16905.0,-77.0,-0.4534
2026-03-26,16903.0,-2.0,-0.0118
2026-03-27,16957.0,54.0,0.3195
2026-03-30,16993.0,36.0,0.2123
2026-03-31,16999.0,6.0,0.0353
2026-04-01,17002.0,3.0,0.0176
2026-04-02,17015.0,13.0,0.0765
2026-04-06,17037.0,22.0,0.1293
2026-04-07,17092.0,55.0,0.3228
2026-04-08,17009.0,-83.0,-0.4856
2026-04-09,17082.0,73.0,0.4292
2026-04-10,17112.0,30.0,0.1756
2026-04-13,17122.0,10.0,0.0584
2026-04-14,17135.0,13.0,0.0759
2026-04-15,17141.0,6.0,0.035
2026-04-16,17142.0,1.0,0.0058
2026-04-17,17189.0,47.0,0.2742
2026-04-20,17176.0,-13.0,-0.0756
2026-04-21,17142.0,-34.0,-0.198
2026-04-22,17179.0,37.0,0.2158
2026-04-23,17308.0,129.0,0.7509
2026-04-24,17278.0,-30.0,-0.1733
2026-04-27,17227.0,-51.0,-0.2952
2026-04-28,17245.0,18.0,0.1045
2026-04-29,17324.0,79.0,0.4581
2026-04-30,17378.0,54.0,0.3117
2026-05-04,17368.0,-10.0,-0.0575
2026-05-05,17425.0,57.0,0.3282
2026-05-06,17405.0,-20.0,-0.1148
2026-05-07,17362.0,-43.0,-0.2471
2026-05-08,17375.0,13.0,0.0749
2026-05-11,17415.0,40.0,0.2302
2026-05-12,17514.0,99.0,0.5685
2026-05-13,17496.0,-18.0,-0.1028
2026-05-18,17666.0,170.0,0.9717
2026-05-19,17719.0,53.0,0.3
2026-05-20,17685.0,-34.0,-0.1919
2026-05-21,17673.0,-12.0,-0.0679
2026-05-22,17717.0,44.0,0.249
2026-05-25,17743.0,26.0,0.1468
2026-05-26,17789.0,46.0,0.2593
2026-05-29,17883.0,94.0,0.5284
2026-06-02,17863.0,-20.0,-0.1118
2026-06-03,17931.0,68.0,0.3807
2026-06-04,18039.0,108.0,0.6023
2026-06-05,18039.0,0.0,0.0
2026-06-08,18171.0,132.0,0.7317
2026-06-09,18141.0,-30.0,-0.1651
2026-06-10,17971.0,-170.0,-0.9371
2026-06-11,17981.0,10.0,0.0556
2026-06-12,17921.0,-60.0,-0.3337
2026-06-15,17719.0,-202.0,-1.1272
2026-06-17,17753.0,34.0,0.1919
2026-06-18,17826.0,73.0,0.4112
2026-06-19,17826.0,0.0,0.0
2026-06-22,17819.0,-7.0,-0.0393
2026-06-23,17868.0,49.0,0.275
2026-06-24,17955.0,87.0,0.4869
2026-06-25,17942.0,-13.0,-0.0724
2026-06-26,17962.0,20.0,0.1115
2026-06-29,17856.0,-106.0,-0.5901
2026-06-30,17899.0,43.0,0.2408
2026-07-01,17961.0,62.0,0.3464
2026-07-02,17994.0,33.0,0.1837
2026-07-03,17960.0,-34.0,-0.189
2026-07-06,17999.0,39.0,0.2171
2026-07-07,17988.0,-11.0,-0.0611
2026-07-08,18005.0,17.0,0.0945
2026-07-09,18090.0,85.0,0.4721
2026-07-10,18069.0,-21.0,-0.1161
2026-07-13,18131.0,62.0,0.3431
2026-07-14,18099.0,-32.0,-0.1765
2026-07-15,18064.0,-35.0,-0.1934
2026-07-16,18041.0,-23.0,-0.1273
2026-07-17,17944.0,-97.0,-0.5377
2026-07-20,17976.0,32.0,0.1783
2026-07-21,17909.0,-67.0,-0.3727
2026-07-22,17909.0,0.0,0.0
2026-07-23,17915.0,6.0,0.0335
2026-07-24,17973.0,58.0,0.3238
2026-07-27,17995.0,22.0,0.1224
2026-07-28,18088.0,93.0,0.5168
2026-07-29,18087.0,-1.0,-0.0055
2026-07-30,18078.0,-9.0,-0.0498
2026-07-31,18058.0,-20.0,-0.1106
2026-08-03,17991.0,-67.0,-0.371
2026-08-04,18037.0,46.0,0.2557
2026-08-05,17937.0,-100.0,-0.5544
2026-08-06,17919.0,-18.0,-0.1004
2026-08-07,17913.0,-6.0,-0.0335
2026-08-10,17795.0,-118.0,-0.6587
2026-08-11,17824.0,29.0,0.163
2026-08-12,17876.0,52.0,0.2917
2026-08-13,17882.0,6.0,0.0336
2026-08-14,17836.0,-46.0,-0.2572
2026-08-18,17856.0,20.0,0.1121
2026-08-19,17844.0,-12.0,-0.0672
2026-08-20,17779.0,-65.0,-0.3643
2026-08-21,17705.0,-74.0,-0.4162
2026-08-24,17703.0,-2.0,-0.0113
2026-08-26,17717.0,14.0,0.0791
2026-08-27,17762.0,45.0,0.254
2026-08-28,17703.0,-59.0,-0.3322
2026-08-31,17746.0,43.0,0.2429
2026-09-01,17727.0,-19.0,-0.1071
